reference,transfer_to_source,status,payment_method_code,updated_at
rhdj-ahiw,False,canceled,yemekpay_creditcard,2024-05-04 12:17:00
iz49-lra2,False,canceled,yemekpay_creditcard,2024-05-04 13:51:44
kuts-8z2r,False,canceled,yemekpay_creditcard,2024-05-04 12:16:45
icmh-fzay,False,canceled,yemekpay_creditcard,2024-05-04 12:21:37
ts2u-hhgd,False,canceled,yemekpay_creditcard,2024-05-04 12:16:55
p7o8-jivs,False,canceled,yemekpay_creditcard,2024-05-04 16:28:26
injk-wdk6,False,canceled,yemekpay_creditcard,2024-05-04 12:19:52
qbu4-ywmq,False,canceled,yemekpay_creditcard,2024-05-04 12:16:42
mp0q-jr4c,False,canceled,yemekpay_creditcard,2024-05-06 11:27:29
hxf7-dx78,False,canceled,yemekpay_creditcard,2024-05-04 13:02:00
mlrn-5jnt,False,canceled,yemekpay_creditcard,2024-05-04 12:20:45
vuxy-pr34,False,canceled,yemekpay_creditcard,2024-05-04 12:19:46
brrc-vlzf,False,canceled,yemekpay_creditcard,2024-05-04 12:22:53
oy2m-wi1m,False,canceled,yemekpay_creditcard,2024-05-04 12:40:20
ixcu-m3wl,False,canceled,yemekpay_creditcard,2024-05-04 12:17:19
vuxy-r0vb,False,canceled,yemekpay_creditcard,2024-05-04 12:20:34
l0gj-1wn1,False,canceled,yemekpay_creditcard,2024-05-04 12:17:37
le5d-gu65,False,canceled,yemekpay_creditcard,2024-05-04 14:09:07
i3cv-j4xs,False,canceled,yemekpay_creditcard,2024-05-04 13:14:24
hhwj-p4w0,False,canceled,yemekpay_creditcard,2024-05-04 12:20:28
hhwj-f29a,False,canceled,yemekpay_creditcard,2024-05-04 12:16:41
yak0-buut,False,canceled,yemekpay_creditcard,2024-05-04 13:14:12
c3rv-7yx0,False,canceled,yemekpay_creditcard,2024-05-04 13:16:01
qtq7-z47v,False,canceled,yemekpay_creditcard,2024-05-04 14:03:16
g90j-sjd2,False,canceled,yemekpay_creditcard,2024-05-04 12:19:26
biws-4l97,False,canceled,yemekpay_creditcard,2024-05-04 12:18:16
fqw9-p0xx,False,canceled,yemekpay_creditcard,2024-05-04 14:40:37
hoq5-198m,False,canceled,yemekpay_creditcard,2024-05-04 13:51:27
oiw5-f45t,False,canceled,yemekpay_creditcard,2024-05-04 13:56:26
gtxa-ky1w,False,canceled,yemekpay_creditcard,2024-05-04 17:07:56
z37p-hllg,False,canceled,yemekpay_creditcard,2024-05-04 07:24:44
jnvy-o77e,False,canceled,yemekpay_creditcard,2024-05-04 12:18:17
mtf9-39g5,False,canceled,yemekpay_creditcard,2024-05-04 12:19:29
z37p-vjdf,False,canceled,yemekpay_creditcard,2024-05-04 07:21:02
g90j-06jw,False,canceled,yemekpay_creditcard,2024-05-04 12:22:34
gtxa-9in6,False,canceled,yemekpay_creditcard,2024-05-04 12:19:26
nb2n-o8jl,False,canceled,yemekpay_creditcard,2024-05-04 13:23:44
y3zk-ficl,False,canceled,yemekpay_creditcard,2024-05-04 11:42:28
uckz-2bt5,False,canceled,yemekpay_creditcard,2024-05-04 12:18:32
pa0i-06sm,False,canceled,yemekpay_creditcard,2024-05-06 23:10:37
br7r-5e29,False,canceled,yemekpay_creditcard,2024-05-04 12:18:15
cpky-nuu3,False,canceled,yemekpay_creditcard,2024-05-04 12:20:45
vj0c-42cf,False,canceled,yemekpay_creditcard,2024-05-04 12:18:20
jkon-r7ev,False,canceled,yemekpay_creditcard,2024-05-04 12:18:16
tpxr-ywfj,False,canceled,yemekpay_creditcard,2024-05-04 12:16:38
e6zk-mpzi,False,canceled,yemekpay_creditcard,2024-05-04 12:12:59
vuxy-0802,False,canceled,yemekpay_creditcard,2024-05-04 12:21:31
bn86-3yjp,False,canceled,yemekpay_creditcard,2024-05-04 12:16:42
kkx7-dtkk,False,canceled,yemekpay_creditcard,2024-05-04 12:22:46
xxz9-avu1,False,canceled,yemekpay_creditcard,2024-05-04 12:17:17
zh0q-ov7f,False,canceled,yemekpay_creditcard,2024-05-04 13:12:28
mlrn-9rky,False,canceled,yemekpay_creditcard,2024-05-04 12:12:56
ak90-nbgh,False,canceled,yemekpay_creditcard,2024-05-04 12:23:58
dano-6kla,False,canceled,yemekpay_creditcard,2024-05-04 12:20:28
ic0t-5dmi,False,canceled,yemekpay_creditcard,2024-05-04 12:19:40
y7oo-e15n,False,canceled,yemekpay_creditcard,2024-05-04 12:20:16
osxe-8m1u,False,canceled,yemekpay_creditcard,2024-05-04 12:20:28
i0qw-d4j2,False,canceled,yemekpay_creditcard,2024-05-04 12:19:47
n03t-0lxg,False,canceled,yemekpay_creditcard,2024-05-04 12:18:23
lru8-5inn,False,canceled,yemekpay_creditcard,2024-05-05 10:57:07
nvwl-qowb,False,canceled,yemekpay_creditcard,2024-05-04 12:20:52
kjzp-rzd3,False,canceled,yemekpay_creditcard,2024-05-04 12:20:46
xva7-snol,False,canceled,yemekpay_creditcard,2024-05-04 12:20:31
zgm0-67y3,False,canceled,yemekpay_creditcard,2024-05-07 08:28:35
vj0c-4vgn,False,canceled,yemekpay_creditcard,2024-05-04 12:21:39
iljp-ii5r,False,canceled,yemekpay_creditcard,2024-05-04 12:20:30
pv9o-gvga,False,canceled,yemekpay_creditcard,2024-05-04 12:13:11
qxra-1clu,False,canceled,yemekpay_creditcard,2024-05-04 12:20:28
fn8n-8x5x,False,canceled,yemekpay_creditcard,2024-05-04 12:20:28
wz38-19pm,False,canceled,yemekpay_creditcard,2024-05-04 12:42:22
w0ba-j3yz,False,canceled,yemekpay_creditcard,2024-05-04 12:20:34
oepm-cett,False,canceled,yemekpay_creditcard,2024-05-04 12:20:44
q3tg-40b5,False,canceled,yemekpay_creditcard,2024-05-04 13:14:35
i4nu-gynh,False,canceled,yemekpay_creditcard,2024-05-04 09:09:54
fm4d-p2dw,False,canceled,yemekpay_creditcard,2024-05-04 12:20:50
axeo-gfy2,False,canceled,yemekpay_creditcard,2024-05-04 12:47:09
vqzx-81dt,False,canceled,yemekpay_creditcard,2024-05-04 13:23:42
f80r-qqs5,False,canceled,yemekpay_creditcard,2024-05-04 12:20:35
s23b-dt9b,False,canceled,yemekpay_creditcard,2024-05-06 11:27:25
tj16-pzgv,False,canceled,yemekpay_creditcard,2024-05-04 12:23:37
kqfe-3j1p,False,canceled,yemekpay_creditcard,2024-05-04 12:23:48
fumc-vs09,False,canceled,yemekpay_creditcard,2024-05-04 11:21:03
nh5d-xpku,False,canceled,yemekpay_creditcard,2024-05-04 12:42:41
lom1-jz0d,False,canceled,yemekpay_creditcard,2024-05-04 12:27:04
nejz-gp73,False,canceled,yemekpay_creditcard,2024-05-04 13:04:38
p2os-fvf7,True,canceled,yemekpay_creditcard,2024-05-04 14:01:33
sr3t-gvib,False,canceled,yemekpay_creditcard,2024-05-04 13:51:34
um8n-vus6,False,canceled,yemekpay_creditcard,2024-05-04 12:55:31
zy83-xkm3,False,canceled,yemekpay_creditcard,2024-05-05 13:48:55
zryp-vdwz,False,canceled,yemekpay_creditcard,2024-05-04 13:16:01
w4g1-2gz7,False,canceled,yemekpay_creditcard,2024-05-04 13:15:02
fibw-4xat,False,canceled,yemekpay_creditcard,2024-05-04 13:13:56
ao6h-w1ic,False,canceled,yemekpay_creditcard,2024-05-04 12:24:06
pmof-5o43,False,canceled,yemekpay_creditcard,2024-05-07 08:54:54
dyqs-tqvj,False,canceled,yemekpay_creditcard,2024-05-04 12:23:37
j0o0-romt,False,canceled,yemekpay_creditcard,2024-05-04 12:56:22
ak90-m0pr,False,canceled,yemekpay_creditcard,2024-05-04 13:08:06
qj4q-4chm,False,canceled,yemekpay_creditcard,2024-05-04 12:24:01
ij9d-bh3e,False,canceled,yemekpay_creditcard,2024-05-04 12:23:35
tmfj-jv82,False,canceled,yemekpay_creditcard,2024-05-04 13:12:29
hkxu-dt8t,False,canceled,yemekpay_creditcard,2024-05-04 13:13:15
y1oy-0utg,False,canceled,yemekpay_creditcard,2024-05-04 12:22:24
mw1r-qxle,False,canceled,yemekpay_creditcard,2024-05-04 12:23:35
gwvn-kcxc,False,canceled,yemekpay_creditcard,2024-05-04 14:12:37
tz3y-g9ix,False,canceled,yemekpay_creditcard,2024-05-04 13:14:04
i3cv-kp80,False,canceled,yemekpay_creditcard,2024-05-04 17:29:19
kxvk-2raz,False,canceled,yemekpay_creditcard,2024-05-04 13:33:26
hnki-ff6x,False,canceled,yemekpay_creditcard,2024-05-04 13:17:19
zmvy-xxdx,False,canceled,yemekpay_creditcard,2024-05-05 13:04:52
rcz2-ckhy,False,canceled,yemekpay_creditcard,2024-05-04 13:12:52
hxf7-qmie,False,canceled,yemekpay_creditcard,2024-05-04 13:15:26
xxs5-ndw4,False,canceled,yemekpay_creditcard,2024-05-05 08:45:04
sukx-ab0v,False,canceled,yemekpay_creditcard,2024-05-04 13:15:45
hhwj-wi8o,False,canceled,yemekpay_creditcard,2024-05-04 13:14:59
llcc-xm83,False,canceled,yemekpay_creditcard,2024-05-04 13:12:15
j3a6-no4g,False,canceled,yemekpay_creditcard,2024-05-04 13:03:59
lo5l-0h0f,False,canceled,yemekpay_creditcard,2024-05-04 13:15:18
lvjm-qvue,False,canceled,yemekpay_creditcard,2024-05-04 14:54:46
sarn-bpgb,False,canceled,yemekpay_creditcard,2024-05-04 13:16:18
hhwj-s267,False,canceled,yemekpay_creditcard,2024-05-04 13:13:05
fh1y-f0g9,False,canceled,yemekpay_creditcard,2024-05-04 13:02:37
c6cy-en24,False,canceled,craftgate_edenred,2024-05-04 13:12:36
rj71-xfwa,False,canceled,yemekpay_creditcard,2024-05-04 13:36:02
gt9g-3ih7,False,canceled,yemekpay_creditcard,2024-05-04 13:18:29
bml5-wu98,False,canceled,yemekpay_creditcard,2024-05-04 14:34:57
wwba-lbqk,False,canceled,yemekpay_creditcard,2024-05-04 12:28:12
jyqm-sgmj,True,canceled,yemekpay_creditcard,2024-05-04 14:01:05
mlrn-0hkp,False,canceled,yemekpay_creditcard,2024-05-04 12:38:56
wv24-ik8s,False,canceled,yemekpay_creditcard,2024-05-05 10:18:45
brrc-z9qa,False,canceled,yemekpay_creditcard,2024-05-04 13:16:46
c9ti-1d3a,False,canceled,yemekpay_creditcard,2024-05-04 12:26:41
j3a6-ig5f,False,canceled,yemekpay_creditcard,2024-05-04 13:14:28
mnb3-t08o,False,canceled,yemekpay_creditcard,2024-05-04 13:11:47
z9lg-2np0,False,canceled,yemekpay_creditcard,2024-05-04 13:13:55
ka3s-j6sz,False,canceled,yemekpay_creditcard,2024-05-04 13:12:34
r6g2-jl7l,False,canceled,yemekpay_creditcard,2024-05-04 13:17:22
htzw-9tqk,False,canceled,yemekpay_creditcard,2024-05-04 13:40:58
ohp8-bwf9,False,canceled,yemekpay_creditcard,2024-05-05 13:38:48
co1g-la1a,False,canceled,yemekpay_creditcard,2024-05-04 13:25:35
sdkv-s2rv,False,canceled,yemekpay_creditcard,2024-05-04 13:11:51
c7h9-0pzt,False,canceled,yemekpay_creditcard,2024-05-04 13:17:24
c5c9-bybz,True,canceled,yemekpay_creditcard,2024-05-04 13:51:30
bwme-py57,False,canceled,yemekpay_creditcard,2024-05-04 12:50:08
rexh-ed11,False,canceled,yemekpay_creditcard,2024-05-04 12:27:19
qpq3-8i20,False,canceled,yemekpay_creditcard,2024-05-04 13:44:23
t0po-khls,False,canceled,yemekpay_creditcard,2024-05-04 14:22:04
iq0f-1s4e,False,canceled,yemekpay_creditcard,2024-05-04 13:35:25
dcx0-wkyu,False,canceled,yemekpay_creditcard,2024-05-04 13:12:54
ibss-vblh,False,canceled,yemekpay_creditcard,2024-05-04 13:13:59
xhvx-ko08,False,canceled,yemekpay_creditcard,2024-05-04 12:49:00
v5hv-lsml,False,canceled,yemekpay_creditcard,2024-05-04 13:16:00
n2fh-n73j,False,canceled,craftgate_edenred,2024-05-04 13:10:29
d93j-s6pe,False,canceled,yemekpay_creditcard,2024-05-04 12:34:02
l0gj-ehcu,False,canceled,yemekpay_creditcard,2024-05-04 15:37:22
mqgh-5v4x,False,canceled,yemekpay_creditcard,2024-05-04 19:12:37
hhwj-wrol,False,canceled,yemekpay_creditcard,2024-05-04 13:14:56
h962-7bib,False,canceled,yemekpay_creditcard,2024-05-04 12:28:04
wdki-w3vl,False,canceled,yemekpay_creditcard,2024-05-04 12:31:15
wyur-rd8i,False,canceled,yemekpay_creditcard,2024-05-04 14:08:35
qcu4-lrk8,False,canceled,yemekpay_creditcard,2024-05-04 13:53:43
ocam-266r,False,canceled,yemekpay_creditcard,2024-05-04 13:15:16
wlcu-fwxz,False,canceled,yemekpay_creditcard,2024-05-05 09:28:26
nbou-hqdp,False,canceled,yemekpay_creditcard,2024-05-05 13:21:23
q15m-zwx1,True,canceled,yemekpay_creditcard,2024-05-04 15:21:48
hhwj-jsmw,False,canceled,yemekpay_creditcard,2024-05-04 13:15:07
dx0m-6dbp,False,canceled,yemekpay_creditcard,2024-05-04 13:12:36
vkoj-k1cl,False,canceled,yemekpay_creditcard,2024-05-04 13:35:26
ek5u-z5c8,False,canceled,yemekpay_creditcard,2024-05-04 13:12:33
u8rn-ymbn,False,canceled,yemekpay_creditcard,2024-05-04 13:16:14
vz99-mjxc,False,canceled,yemekpay_creditcard,2024-05-04 12:33:01
gp00-81jm,False,canceled,yemekpay_creditcard,2024-05-04 14:07:26
rq80-glcr,False,canceled,yemekpay_creditcard,2024-05-04 12:42:43
uckz-h2v3,False,canceled,yemekpay_creditcard,2024-05-04 12:34:18
hqrl-yvnh,True,canceled,yemekpay_creditcard,2024-05-04 14:00:23
os0v-nqdq,False,canceled,yemekpay_creditcard,2024-05-04 13:17:08
rq66-qu84,False,canceled,yemekpay_creditcard,2024-05-04 12:43:49
bwme-nca0,False,canceled,yemekpay_creditcard,2024-05-04 13:04:34
ht8g-lt94,False,canceled,yemekpay_creditcard,2024-05-06 07:14:43
hhwj-slux,False,canceled,yemekpay_creditcard,2024-05-04 13:14:37
suud-l9th,False,canceled,yemekpay_creditcard,2024-05-04 13:12:59
buxr-lxxu,False,canceled,yemekpay_creditcard,2024-05-04 13:12:40
i0qw-ben6,False,canceled,yemekpay_creditcard,2024-05-04 12:50:56
sprt-x321,False,canceled,yemekpay_creditcard,2024-05-04 13:08:32
j6p7-eug7,False,canceled,yemekpay_creditcard,2024-05-06 15:28:31
s8v5-bahw,False,canceled,yemekpay_creditcard,2024-05-04 13:14:14
ea1e-oo7s,False,canceled,yemekpay_creditcard,2024-05-04 13:13:43
ukyn-heg5,False,canceled,yemekpay_creditcard,2024-05-04 13:13:08
hxf7-nfb0,False,canceled,yemekpay_creditcard,2024-05-04 13:40:36
hnsf-rvfj,False,canceled,yemekpay_creditcard,2024-05-04 12:34:53
plc8-9sm2,False,canceled,yemekpay_creditcard,2024-05-04 13:45:22
ns1e-v7ci,False,canceled,yemekpay_creditcard,2024-05-04 13:04:33
lihv-fehk,False,canceled,yemekpay_creditcard,2024-05-04 13:13:05
pm5t-zktk,False,canceled,yemekpay_creditcard,2024-05-04 13:13:09
ahmc-uj07,False,canceled,yemekpay_creditcard,2024-05-04 13:16:43
e15z-gyyp,False,canceled,yemekpay_creditcard,2024-05-04 13:13:31
g2ro-sxp3,False,canceled,yemekpay_creditcard,2024-05-04 14:55:36
tk3v-ieat,False,canceled,yemekpay_creditcard,2024-05-04 13:13:28
po1d-dkyb,False,canceled,yemekpay_creditcard,2024-05-04 13:13:00
l02h-lhgw,False,canceled,yemekpay_creditcard,2024-05-04 13:13:07
lom1-5qts,False,canceled,yemekpay_creditcard,2024-05-04 13:32:30
g9h0-t361,False,canceled,yemekpay_creditcard,2024-05-04 13:02:37
nejz-legn,True,canceled,yemekpay_creditcard,2024-05-04 14:57:33
r0ie-0hyl,False,canceled,yemekpay_creditcard,2024-05-04 12:53:29
drv1-igdw,False,canceled,yemekpay_creditcard,2024-05-04 13:56:20
k7tu-hzk3,False,canceled,yemekpay_creditcard,2024-05-06 11:06:18
ldoe-92jf,False,canceled,yemekpay_creditcard,2024-05-04 13:04:36
hvdd-7i90,True,canceled,yemekpay_creditcard,2024-05-04 15:13:15
eq7u-0grf,False,canceled,yemekpay_creditcard,2024-05-04 13:14:26
ipls-jxk2,False,canceled,yemekpay_creditcard,2024-05-07 07:54:19
iv8f-0e02,False,canceled,yemekpay_creditcard,2024-05-04 13:13:04
hhwj-5utw,False,canceled,yemekpay_creditcard,2024-05-04 13:16:10
oqwx-d4ps,False,canceled,yemekpay_creditcard,2024-05-04 13:01:57
a7xe-4r0j,False,canceled,yemekpay_creditcard,2024-05-04 13:13:51
eq7u-ygnk,False,canceled,yemekpay_creditcard,2024-05-04 13:14:28
jkon-hw2o,False,canceled,yemekpay_creditcard,2024-05-04 13:44:56
wroj-fuff,False,canceled,yemekpay_creditcard,2024-05-04 13:12:43
pwht-59uq,False,canceled,yemekpay_creditcard,2024-05-04 13:13:45
khx0-a0yk,False,canceled,yemekpay_creditcard,2024-05-04 13:18:51
gzy7-y1q9,False,canceled,yemekpay_creditcard,2024-05-04 13:47:54
m0q1-acra,False,canceled,yemekpay_creditcard,2024-05-04 13:15:28
ohp8-kecl,False,canceled,yemekpay_creditcard,2024-05-04 13:14:00
n7lu-phyi,False,canceled,yemekpay_creditcard,2024-05-04 13:14:02
xgex-wqc2,False,canceled,yemekpay_creditcard,2024-05-04 13:13:25
wo9e-k2th,False,canceled,yemekpay_creditcard,2024-05-04 13:16:22
s0a3-rxk7,False,canceled,yemekpay_creditcard,2024-05-04 13:41:52
xghk-gn2e,False,canceled,yemekpay_creditcard,2024-05-04 13:22:12
w4y6-3ruc,False,canceled,yemekpay_creditcard,2024-05-04 13:14:17
d5lr-mn7q,False,canceled,yemekpay_creditcard,2024-05-04 13:14:27
zsf6-rc2s,False,canceled,craftgate_edenred,2024-05-04 13:16:55
mzje-pmoc,False,canceled,yemekpay_creditcard,2024-05-04 13:15:12
na5k-c3ns,True,canceled,yemekpay_creditcard,2024-05-04 14:06:20
rlma-hpv4,False,canceled,yemekpay_creditcard,2024-05-06 14:36:33
eg91-hqie,False,canceled,craftgate_edenred,2024-05-04 16:57:32
uylt-5lv6,False,canceled,yemekpay_creditcard,2024-05-04 13:15:04
lkh2-13hj,False,canceled,yemekpay_creditcard,2024-05-07 07:41:03
wzg6-49cd,True,canceled,yemekpay_creditcard,2024-05-04 13:51:26
my39-suug,False,canceled,yemekpay_creditcard,2024-05-04 13:36:24
fkmh-yr1w,False,canceled,yemekpay_creditcard,2024-05-04 13:17:06
sdkv-3aug,False,canceled,yemekpay_creditcard,2024-05-04 14:01:55
e3u3-oqxq,False,canceled,yemekpay_creditcard,2024-05-06 12:15:16
xf9c-v19k,False,canceled,yemekpay_creditcard,2024-05-07 07:57:02
u7dw-m052,False,canceled,yemekpay_creditcard,2024-05-04 13:15:11
hcbx-7129,False,canceled,yemekpay_creditcard,2024-05-04 13:15:07
nm67-x75v,False,canceled,yemekpay_creditcard,2024-05-04 13:14:40
dsox-tu3b,False,canceled,yemekpay_creditcard,2024-05-04 13:14:13
qnqo-fjs6,True,canceled,yemekpay_creditcard,2024-05-04 13:51:38
nyk0-bel8,False,canceled,craftgate_edenred,2024-05-04 16:57:20
ux6i-jmvx,False,canceled,yemekpay_creditcard,2024-05-05 14:41:05
prqv-ivpa,False,canceled,yemekpay_creditcard,2024-05-04 13:15:41
l02h-8eca,False,canceled,yemekpay_creditcard,2024-05-04 16:28:23
gjgv-uigc,False,canceled,yemekpay_creditcard,2024-05-04 13:14:35
ldoe-4ie8,False,canceled,yemekpay_creditcard,2024-05-04 13:14:22
h8rr-ghxq,False,canceled,craftgate_edenred,2024-05-04 13:40:26
vkde-wcgu,False,canceled,yemekpay_creditcard,2024-05-04 13:14:28
i3cv-4th8,False,canceled,yemekpay_creditcard,2024-05-04 14:04:25
fitp-2v2z,False,canceled,yemekpay_creditcard,2024-05-04 13:17:05
qg0j-d4qj,False,canceled,yemekpay_creditcard,2024-05-04 13:35:49
achj-abqg,False,canceled,yemekpay_creditcard,2024-05-04 13:16:08
yp8u-r7yb,False,canceled,yemekpay_creditcard,2024-05-04 13:16:01
rxij-si5y,False,canceled,yemekpay_creditcard,2024-05-04 13:14:39
jo4x-9xtt,False,canceled,yemekpay_creditcard,2024-05-04 13:16:18
ykjm-i0z9,False,canceled,yemekpay_creditcard,2024-05-04 13:15:01
r2xc-jg2d,False,canceled,yemekpay_creditcard,2024-05-04 13:15:14
xc3w-6af2,False,canceled,yemekpay_creditcard,2024-05-04 13:15:28
kq3i-75qz,False,canceled,yemekpay_creditcard,2024-05-04 13:15:51
p7sm-b8h8,False,canceled,yemekpay_creditcard,2024-05-04 13:19:59
z0as-3k1e,False,canceled,yemekpay_creditcard,2024-05-04 13:17:15
mlrn-me0z,False,canceled,yemekpay_creditcard,2024-05-04 13:14:54
dpt9-h439,False,canceled,yemekpay_creditcard,2024-05-04 13:46:07
hhwj-3jg5,False,canceled,yemekpay_creditcard,2024-05-04 13:24:02
tkig-cth4,False,canceled,yemekpay_creditcard,2024-05-04 13:18:00
wj8l-pb8n,True,canceled,yemekpay_creditcard,2024-05-04 14:00:32
k8ur-53ru,False,canceled,yemekpay_creditcard,2024-05-04 13:15:38
l2z5-qjyb,False,canceled,yemekpay_creditcard,2024-05-04 13:15:10
gq2a-7gm0,False,canceled,yemekpay_creditcard,2024-05-04 13:15:07
uimw-mgdh,False,canceled,yemekpay_creditcard,2024-05-04 13:24:20
oqp8-40ad,False,canceled,yemekpay_creditcard,2024-05-04 13:15:47
ee5g-42rm,False,canceled,yemekpay_creditcard,2024-05-04 13:18:20
puy8-ha38,False,canceled,yemekpay_creditcard,2024-05-04 14:56:27
yobn-5unl,False,canceled,yemekpay_creditcard,2024-05-07 09:53:55
c4mz-4qva,False,canceled,craftgate_edenred,2024-05-04 13:19:27
o9bz-dvea,False,canceled,yemekpay_creditcard,2024-05-04 13:15:53
xc3p-q118,False,canceled,yemekpay_creditcard,2024-05-04 13:17:41
pv9o-21mo,False,canceled,yemekpay_creditcard,2024-05-04 15:58:36
j3a6-2kqs,False,canceled,yemekpay_creditcard,2024-05-04 13:15:41
f3y8-xqzu,False,canceled,yemekpay_creditcard,2024-05-04 13:32:22
zsll-utwd,False,canceled,yemekpay_creditcard,2024-05-04 13:15:54
ca8p-pu2v,False,canceled,yemekpay_creditcard,2024-05-04 13:15:49
lom1-s152,False,canceled,yemekpay_creditcard,2024-05-04 13:41:47
xghk-ema5,False,canceled,yemekpay_creditcard,2024-05-04 13:16:14
w4z0-gzch,False,canceled,yemekpay_creditcard,2024-05-04 13:16:39
ggm2-rbzx,False,canceled,yemekpay_creditcard,2024-05-04 13:34:35
fk2z-qz13,False,canceled,yemekpay_creditcard,2024-05-04 13:23:08
hqaq-nu1j,False,canceled,yemekpay_creditcard,2024-05-04 13:59:07
sn0x-efv0,False,canceled,yemekpay_creditcard,2024-05-04 13:16:11
ix2z-c823,False,canceled,yemekpay_creditcard,2024-05-04 13:22:52
z3yi-ivpq,True,canceled,yemekpay_creditcard,2024-05-04 13:59:14
gqfa-91fu,False,canceled,yemekpay_creditcard,2024-05-04 13:15:54
k3nv-ij38,True,canceled,yemekpay_creditcard,2024-05-04 13:51:55
khx0-afk9,False,canceled,yemekpay_creditcard,2024-05-04 13:16:43
t92g-x6ba,False,canceled,yemekpay_creditcard,2024-05-04 13:16:02
ci8q-aqqd,False,canceled,yemekpay_creditcard,2024-05-04 13:17:18
hhwj-ifv1,False,canceled,yemekpay_creditcard,2024-05-04 13:44:49
dm3a-xxx0,False,canceled,yemekpay_creditcard,2024-05-04 13:16:10
hcar-w7ms,False,canceled,yemekpay_creditcard,2024-05-04 16:06:57
c2r1-u289,False,canceled,yemekpay_creditcard,2024-05-04 13:35:17
rgr7-t1y0,False,canceled,yemekpay_creditcard,2024-05-04 13:16:24
osir-f774,False,canceled,yemekpay_creditcard,2024-05-04 13:16:25
zsp4-trbn,False,canceled,yemekpay_creditcard,2024-05-06 21:17:53
gjgv-8hal,False,canceled,yemekpay_creditcard,2024-05-04 13:17:09
kk5z-xug2,False,canceled,yemekpay_creditcard,2024-05-04 13:34:38
fnyg-mxd2,False,canceled,yemekpay_creditcard,2024-05-04 13:16:19
hnsf-0ore,False,canceled,craftgate_edenred,2024-05-04 13:16:18
n7hw-ffqi,False,canceled,yemekpay_creditcard,2024-05-06 12:33:29
hnj2-u1zb,False,canceled,yemekpay_creditcard,2024-05-04 13:22:23
